                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.1774,                 0.8873,                 1.2436,                0.71672,                  0.625,                 0.7032,                0.37444,                 1.6085,                 1.2695,                 1.6067,               0.001505,               0.001505,               0.001505
                     18,                 1.1541,                0.87451,                 1.2288,                0.71487,                0.69956,                0.75077,                0.42519,                 1.4267,                 1.1352,                  1.463,              0.0014741,              0.0014741,              0.0014741
                     19,                 1.1529,                0.85381,                 1.2121,                0.72696,                0.70065,                0.73852,                0.43174,                  1.504,                 1.1654,                 1.5292,              0.0014431,              0.0014431,              0.0014431
                     20,                 1.1046,                0.80177,                 1.1963,                0.62357,                0.64912,                0.67083,                0.34869,                 1.6989,                  1.395,                 1.6943,              0.0014122,              0.0014122,              0.0014122
                     21,                 1.1199,                0.80991,                 1.1969,                0.71488,                0.75328,                0.76707,                0.43618,                 1.4869,                 1.0451,                 1.5022,              0.0013813,              0.0013813,              0.0013813
                     22,                 1.1167,                0.79822,                 1.1992,                0.75024,                0.73121,                0.76818,                0.43723,                 1.4878,                 1.0395,                  1.498,              0.0013503,              0.0013503,              0.0013503
                     23,                 1.0889,                 0.7697,                 1.1755,                0.78598,                0.71679,                0.79434,                0.47774,                  1.435,                0.99079,                 1.4894,              0.0013194,              0.0013194,              0.0013194
                     24,                 1.0622,                0.75676,                 1.1683,                0.76828,                0.68347,                0.74332,                 0.4306,                 1.4522,                  1.111,                 1.4699,              0.0012884,              0.0012884,              0.0012884
                     25,                 1.0817,                0.75078,                 1.1785,                0.73776,                0.61696,                0.69394,                0.38958,                 1.5606,                 1.3844,                 1.5062,              0.0012575,              0.0012575,              0.0012575
                     26,                  1.052,                0.73615,                 1.1565,                0.72764,                0.67982,                0.72222,                0.40941,                 1.5605,                 1.1651,                 1.5351,              0.0012266,              0.0012266,              0.0012266
                     27,                 1.0487,                0.72489,                 1.1502,                0.75294,                0.65132,                0.70812,                 0.3824,                 1.5358,                 1.1137,                 1.5163,              0.0011956,              0.0011956,              0.0011956
                     28,                 1.0336,                0.70912,                 1.1484,                0.69808,                0.53947,                 0.6024,                0.31946,                 1.6194,                 1.4484,                 1.5645,              0.0011647,              0.0011647,              0.0011647
                     29,                 1.0219,                0.69473,                 1.1381,                0.68896,                0.68202,                0.70298,                0.40482,                 1.5014,                 1.1478,                 1.4734,              0.0011337,              0.0011337,              0.0011337
                     30,                0.99334,                0.68058,                 1.1177,                0.79785,                0.73684,                0.78017,                0.45885,                 1.4399,                0.94571,                  1.478,              0.0011028,              0.0011028,              0.0011028
                     31,                0.98822,                0.68289,                 1.1244,                0.72065,                0.66447,                0.68667,                0.39267,                 1.5229,                 1.2096,                  1.586,              0.0010719,              0.0010719,              0.0010719
                     32,                0.97831,                0.65408,                 1.1142,                0.74576,                0.67763,                0.72041,                0.39599,                 1.5619,                 1.1676,                 1.5209,              0.0010409,              0.0010409,              0.0010409
                     33,                0.93999,                0.64736,                 1.0915,                0.80726,                0.76235,                0.80759,                0.47395,                  1.412,                0.88652,                 1.4316,                0.00101,                0.00101,                0.00101
                     34,                0.95368,                0.62895,                 1.0934,                0.80289,                0.74123,                0.79028,                0.44556,                 1.4786,                 0.9643,                 1.4701,             0.00097906,             0.00097906,             0.00097906
                     35,                  0.944,                0.61638,                 1.0906,                0.81982,                0.74561,                0.80273,                0.45392,                 1.5592,                0.90176,                 1.5658,             0.00094812,             0.00094812,             0.00094812
                     36,                0.95255,                0.61461,                 1.0885,                0.77224,                0.76585,                0.78001,                0.47017,                  1.413,                0.97556,                 1.4934,             0.00091719,             0.00091719,             0.00091719
                     37,                0.89228,                0.57898,                 1.0648,                0.80705,                0.71711,                0.75984,                0.43874,                 1.5157,                0.93316,                 1.5457,             0.00088625,             0.00088625,             0.00088625
                     38,                0.91916,                0.60203,                 1.0743,                0.73236,                0.72149,                0.75262,                0.42591,                 1.5258,                0.96464,                  1.576,             0.00085531,             0.00085531,             0.00085531
                     39,                 0.8813,                0.57896,                 1.0608,                0.81568,                0.73757,                0.79474,                0.45735,                 1.4792,                0.86528,                 1.5173,             0.00082438,             0.00082438,             0.00082438
                     40,                0.89515,                0.57473,                 1.0608,                0.80004,                 0.7458,                0.79483,                0.48449,                 1.3651,                0.85909,                 1.4456,             0.00079344,             0.00079344,             0.00079344
                     41,                0.84968,                0.55552,                 1.0445,                0.81087,                0.73026,                0.78821,                0.46175,                 1.5216,                0.92829,                 1.5469,              0.0007625,              0.0007625,              0.0007625
                     42,                0.86649,                0.55292,                 1.0466,                0.79847,                0.77412,                0.80157,                0.47566,                 1.4635,                0.88696,                 1.5101,             0.00073156,             0.00073156,             0.00073156
                     43,                0.85092,                0.54977,                  1.038,                0.73824,                0.70175,                0.75231,                0.43931,                 1.4945,                0.98516,                 1.5131,             0.00070063,             0.00070063,             0.00070063
                     44,                0.85314,                0.54717,                 1.0449,                0.85963,                0.74781,                0.81626,                0.48919,                 1.4227,                0.85806,                  1.486,             0.00066969,             0.00066969,             0.00066969
                     45,                0.82344,                0.52607,                  1.022,                0.82506,                0.65789,                0.75268,                0.43527,                  1.488,                  1.038,                 1.4984,             0.00063875,             0.00063875,             0.00063875
                     46,                0.81658,                0.52336,                 1.0184,                0.82504,                0.73422,                0.78003,                  0.453,                 1.4611,                0.94415,                 1.5079,             0.00060781,             0.00060781,             0.00060781
                     47,                0.80409,                0.50474,                 1.0162,                0.85823,                0.73904,                0.81328,                0.48094,                 1.4567,                0.87561,                 1.5013,             0.00057688,             0.00057688,             0.00057688
                     48,                  0.797,                0.50216,                 1.0078,                0.83756,                0.79167,                0.82744,                0.48554,                 1.4423,                0.82242,                 1.5046,             0.00054594,             0.00054594,             0.00054594
                     49,                0.77913,                 0.4883,                 1.0038,                0.80636,                0.76316,                0.79907,                0.45742,                 1.4617,                0.86446,                 1.5233,               0.000515,               0.000515,               0.000515
                     50,                0.77421,                 0.4829,                 1.0003,                0.86969,                0.77412,                0.83109,                0.47698,                 1.5047,                0.87792,                 1.5384,             0.00048406,             0.00048406,             0.00048406
                     51,                0.75828,                0.46891,                0.99874,                0.87076,                0.75354,                0.81399,                0.45942,                 1.5583,                0.87748,                 1.5881,             0.00045313,             0.00045313,             0.00045313
                     52,                0.75683,                 0.4749,                0.99122,                0.86359,                0.76359,                0.82193,                0.48948,                 1.4676,                0.82877,                 1.5479,             0.00042219,             0.00042219,             0.00042219
                     53,                0.73404,                0.45723,                0.98485,                0.84801,                0.73465,                0.81355,                0.47781,                 1.4892,                0.84865,                 1.5465,             0.00039125,             0.00039125,             0.00039125
                     54,                0.72482,                0.46027,                 0.9819,                0.84761,                0.76316,                 0.8205,                0.49474,                 1.4685,                0.83113,                 1.5452,             0.00036031,             0.00036031,             0.00036031
                     55,                0.67933,                0.38957,                0.95078,                0.84187,                0.75888,                0.82332,                0.48923,                 1.4594,                0.86101,                 1.5273,             0.00032938,             0.00032938,             0.00032938
                     56,                0.61119,                 0.3394,                0.90991,                0.88326,                0.75439,                0.82561,                0.49591,                 1.4215,                0.80747,                  1.514,             0.00029844,             0.00029844,             0.00029844
                     57,                0.58627,                0.32604,                0.89587,                0.84675,                0.76096,                0.81831,                0.48749,                 1.4369,                0.83444,                 1.5181,              0.0002675,              0.0002675,              0.0002675
                     58,                0.56926,                0.30449,                0.88715,                0.81509,                0.76754,                0.80986,                0.48445,                 1.4665,                0.86852,                 1.5576,             0.00023656,             0.00023656,             0.00023656
                     59,                0.56117,                0.30658,                0.88418,                 0.8465,                0.71272,                0.78344,                0.45844,                  1.537,                0.89833,                 1.6348,             0.00020562,             0.00020562,             0.00020562
                     60,                0.54853,                0.30096,                0.88046,                0.81965,                0.73465,                0.79675,                0.46295,                 1.5124,                0.88558,                 1.6065,             0.00017469,             0.00017469,             0.00017469
                     61,                0.53583,                0.29239,                0.87998,                0.83805,                0.73763,                0.80267,                0.46894,                 1.5228,                0.88233,                 1.6133,             0.00014375,             0.00014375,             0.00014375
                     62,                0.51902,                0.28745,                0.87819,                0.82296,                0.75434,                0.81573,                0.47915,                 1.5294,                0.84054,                 1.6296,             0.00011281,             0.00011281,             0.00011281
                     63,                0.51129,                0.28355,                0.87011,                0.79188,                0.78437,                 0.8124,                0.47131,                 1.5396,                0.86959,                 1.6323,             8.1875e-05,             8.1875e-05,             8.1875e-05
                     64,                0.50175,                0.27811,                0.86189,                0.82903,                0.76316,                0.82411,                0.48426,                 1.4889,                0.82408,                 1.5871,             5.0937e-05,             5.0937e-05,             5.0937e-05
