                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.89825,                 1.3905,                0.54768,                 1.0406,                0.73018,                0.65812,                0.67999,                0.41854,                0.73436,                0.66068,                0.68547,                0.41927,                 1.5241,                 2.1425,                 1.3037,                 1.5341,              0.0078344,              0.0078344,              0.0078344
                     16,                0.88127,                 1.3605,                0.53494,                 1.0305,                 0.7179,                0.64586,                0.66343,                0.39345,                0.71169,                0.64332,                0.65699,                0.40566,                 1.6602,                 2.3309,                 1.2965,                  1.637,              0.0076797,              0.0076797,              0.0076797
                     17,                0.86824,                 1.3402,                0.52487,                 1.0244,                0.73678,                 0.6148,                 0.6608,                0.40951,                0.74026,                0.61372,                0.66111,                0.41137,                 1.5822,                 2.2704,                 1.3395,                 1.5499,               0.007525,               0.007525,               0.007525
                     18,                0.84477,                 1.3106,                0.49858,                 1.0081,                0.68604,                0.62399,                0.64709,                0.39843,                0.70471,                0.63928,                0.66209,                0.41275,                 1.6257,                 2.1662,                 1.2837,                 1.6101,              0.0073703,              0.0073703,              0.0073703
                     19,                0.83438,                 1.3002,                0.48969,                 1.0035,                0.68574,                 0.6148,                0.64345,                0.36953,                0.70634,                0.62816,                0.65582,                0.38194,                 1.6568,                 2.2967,                 1.3928,                 1.6138,              0.0072156,              0.0072156,              0.0072156
                     20,                0.82727,                 1.2871,                0.48778,                 1.0046,                0.74308,                0.65343,                0.67414,                0.42085,                0.74327,                0.65271,                0.67321,                 0.4249,                 1.5825,                 2.1905,                  1.362,                 1.5777,              0.0070609,              0.0070609,              0.0070609
                     21,                0.81413,                 1.2586,                  0.472,                0.99627,                0.69624,                0.55936,                0.59785,                0.35502,                 0.7026,                0.56462,                0.60446,                  0.364,                 1.7318,                 2.4432,                 1.5561,                  1.701,              0.0069063,              0.0069063,              0.0069063
                     22,                0.80434,                 1.2576,                0.47281,                0.99174,                0.77547,                0.62852,                0.68212,                0.39423,                0.77769,                0.63357,                 0.6843,                0.40516,                  1.634,                 2.3191,                 1.2588,                 1.5906,              0.0067516,              0.0067516,              0.0067516
                     23,                0.78694,                 1.2286,                0.45662,                0.98607,                0.70555,                0.62491,                 0.6845,                0.43369,                0.71585,                0.62936,                 0.6848,                0.43384,                 1.5837,                 2.2607,                  1.309,                 1.5322,              0.0065969,              0.0065969,              0.0065969
                     24,                0.77455,                 1.2147,                0.44849,                0.98193,                0.70305,                0.63321,                0.66606,                0.41747,                0.71723,                0.62527,                0.67006,                0.42193,                  1.664,                 2.4318,                 1.3506,                 1.6643,              0.0064422,              0.0064422,              0.0064422
                     25,                0.77141,                 1.2068,                0.44401,                0.97863,                0.68062,                0.62635,                0.64307,                0.38847,                0.68104,                0.63502,                0.65271,                0.39746,                  1.748,                 2.5553,                 1.3208,                 1.7032,              0.0062875,              0.0062875,              0.0062875
                     26,                 0.7624,                 1.1925,                0.43686,                0.97322,                0.72333,                0.59462,                0.64228,                0.38421,                0.74095,                0.59579,                0.64723,                0.39425,                 1.7307,                 2.3893,                 1.3736,                 1.6743,              0.0061328,              0.0061328,              0.0061328
                     27,                0.75363,                 1.1809,                0.43292,                0.97092,                0.69734,                0.62274,                0.65009,                0.40005,                0.70969,                0.61949,                0.65262,                0.40419,                 1.6807,                 2.4156,                 1.3886,                 1.6563,              0.0059781,              0.0059781,              0.0059781
                     28,                0.74448,                 1.1702,                0.42427,                0.96476,                 0.7782,                0.63177,                0.70531,                0.42868,                 0.7782,                0.63177,                 0.7058,                0.43568,                 1.6292,                  2.344,                 1.2935,                 1.6077,              0.0058234,              0.0058234,              0.0058234
                     29,                0.73309,                 1.1558,                0.41511,                0.96048,                0.72201,                0.62823,                0.66084,                0.39892,                0.71983,                0.62419,                0.66228,                0.40606,                 1.7192,                 2.4507,                 1.3291,                 1.6921,              0.0056688,              0.0056688,              0.0056688
                     30,                0.72547,                 1.1378,                0.41088,                0.95917,                0.70474,                0.65057,                 0.6748,                0.41493,                0.72205,                0.63209,                0.67263,                0.42109,                 1.6646,                 2.4054,                 1.2471,                 1.6496,              0.0055141,              0.0055141,              0.0055141
                     31,                0.71282,                 1.1295,                0.40358,                0.95574,                0.73519,                0.62202,                0.67856,                0.40606,                0.74357,                0.62166,                0.67889,                0.41074,                 1.7288,                 2.5214,                 1.3034,                 1.7289,              0.0053594,              0.0053594,              0.0053594
                     32,                0.70314,                 1.1112,                0.39519,                0.94765,                0.76312,                0.61805,                0.69158,                0.41589,                0.77533,                0.61805,                0.69375,                0.42157,                 1.7178,                 2.5091,                 1.2501,                 1.6874,              0.0052047,              0.0052047,              0.0052047
                     33,                0.70437,                 1.1156,                0.39725,                0.94783,                0.70207,                0.62166,                0.66225,                0.40394,                0.71286,                0.62671,                 0.6713,                0.40843,                 1.7656,                 2.5989,                 1.3031,                 1.7679,                0.00505,                0.00505,                0.00505
                     34,                 0.6893,                 1.0931,                0.38561,                0.94249,                0.75124,                0.64007,                0.69166,                0.42297,                0.75867,                0.63718,                0.69108,                0.42833,                 1.6382,                 2.4071,                 1.2812,                 1.6408,              0.0048953,              0.0048953,              0.0048953
                     35,                0.68422,                 1.0865,                0.38366,                0.94275,                0.71785,                0.63863,                0.68013,                0.41677,                0.73013,                0.62671,                 0.6763,                0.42264,                 1.6819,                 2.4216,                 1.3559,                 1.6769,              0.0047406,              0.0047406,              0.0047406
                     36,                 0.6795,                 1.0701,                 0.3759,                0.94084,                0.73068,                0.61552,                0.66302,                0.41482,                  0.734,                0.61986,                0.66734,                0.42042,                 1.7023,                 2.4983,                 1.3865,                  1.703,              0.0045859,              0.0045859,              0.0045859
                     37,                0.66893,                 1.0617,                0.37138,                0.93616,                0.72219,                0.61751,                0.67032,                0.41038,                0.73149,                0.60977,                0.66815,                0.41235,                 1.7193,                 2.5051,                 1.3761,                 1.7126,              0.0044313,              0.0044313,              0.0044313
                     38,                0.66242,                 1.0484,                0.36717,                0.93435,                0.73448,                 0.6581,                0.69172,                0.42922,                0.73609,                0.65955,                0.69513,                0.43346,                   1.67,                 2.4843,                 1.3158,                 1.6714,              0.0042766,              0.0042766,              0.0042766
                     39,                0.65313,                 1.0325,                0.36094,                0.92887,                0.69166,                0.65918,                 0.6887,                0.42638,                0.69583,                0.66316,                0.69396,                0.43028,                 1.6713,                 2.5171,                 1.3366,                 1.6757,              0.0041219,              0.0041219,              0.0041219
                     40,                0.65258,                  1.037,                0.36042,                0.92853,                 0.7406,                0.59675,                0.67104,                0.40309,                0.74956,                0.60397,                0.68093,                0.41206,                   1.74,                 2.5632,                 1.3829,                 1.7291,              0.0039672,              0.0039672,              0.0039672
                     41,                0.64203,                 1.0286,                0.35453,                0.92592,                0.74407,                0.59458,                 0.6586,                0.39756,                0.75551,                0.60217,                0.66808,                0.40482,                 1.7384,                 2.5743,                 1.4573,                 1.7331,              0.0038125,              0.0038125,              0.0038125
                     42,                0.62912,                 1.0074,                0.34824,                0.91992,                 0.7328,                0.64043,                0.69353,                0.41741,                0.72851,                 0.6442,                0.69321,                0.42194,                 1.7124,                 2.5415,                 1.3732,                 1.7105,              0.0036578,              0.0036578,              0.0036578
                     43,                0.62925,                 1.0025,                0.34498,                 0.9199,                0.74095,                0.61083,                0.67064,                0.40138,                0.73613,                0.60686,                0.66427,                0.40666,                 1.7302,                 2.5681,                 1.4577,                 1.7337,              0.0035031,              0.0035031,              0.0035031
                     44,                0.62235,                0.99704,                0.34103,                0.91931,                0.70528,                0.62238,                0.66151,                0.39757,                0.70715,                0.62166,                0.66151,                0.40562,                 1.7481,                  2.557,                 1.4513,                 1.7427,              0.0033484,              0.0033484,              0.0033484
                     45,                0.61685,                0.98619,                0.33793,                 0.9164,                0.72741,                0.63357,                0.67531,                 0.4138,                0.73196,                0.63755,                0.68071,                0.41972,                 1.6974,                 2.5633,                 1.4033,                 1.6962,              0.0031938,              0.0031938,              0.0031938
                     46,                0.60269,                0.96875,                0.33061,                0.91038,                0.72508,                0.63127,                0.67202,                 0.4101,                0.73203,                0.62635,                0.67342,                0.41638,                 1.7129,                 2.5474,                 1.4131,                 1.7092,              0.0030391,              0.0030391,              0.0030391
                     47,                0.59896,                0.96329,                0.32983,                0.90963,                0.73668,                0.63069,                0.68107,                0.41483,                0.74459,                0.62831,                0.68283,                0.42036,                 1.7294,                 2.6045,                 1.3846,                 1.7389,              0.0028844,              0.0028844,              0.0028844
                     48,                0.59761,                0.96275,                 0.3265,                0.91018,                0.73444,                0.63002,                0.68626,                0.42153,                0.74195,                0.63141,                0.69086,                0.42713,                 1.7319,                 2.5954,                 1.3697,                 1.7503,              0.0027297,              0.0027297,              0.0027297
                     49,                0.59041,                0.95409,                0.32384,                0.90925,                 0.7147,                0.64116,                0.68254,                0.42327,                0.71239,                 0.6426,                0.68386,                0.42679,                 1.7282,                 2.6058,                 1.3754,                 1.7608,               0.002575,               0.002575,               0.002575
                     50,                0.58142,                0.93279,                0.31488,                0.90549,                0.72738,                0.63861,                0.67901,                0.41804,                 0.7242,                0.63827,                 0.6779,                0.41827,                 1.7561,                 2.6328,                 1.3844,                 1.7738,              0.0024203,              0.0024203,              0.0024203
                     51,                0.57692,                 0.9303,                0.31308,                0.90364,                0.72906,                 0.6217,                0.67007,                0.41336,                0.73176,                0.62166,                0.66977,                0.41457,                 1.7617,                 2.6574,                  1.421,                 1.7803,              0.0022656,              0.0022656,              0.0022656
                     52,                0.57201,                0.92703,                0.30869,                0.90107,                0.72506,                0.62563,                0.67156,                0.41751,                0.72927,                0.62419,                0.67424,                0.42009,                  1.754,                 2.6736,                 1.4091,                 1.7728,              0.0021109,              0.0021109,              0.0021109
                     53,                0.56506,                0.91892,                0.30658,                0.89948,                0.74315,                0.61522,                0.66981,                0.41891,                0.74271,                0.61486,                0.67211,                 0.4217,                 1.7612,                 2.6881,                 1.4153,                 1.7897,              0.0019563,              0.0019563,              0.0019563
                     54,                0.56088,                 0.9116,                0.30421,                0.89848,                0.74102,                0.61552,                0.66991,                0.41976,                0.73773,                0.61913,                 0.6723,                0.42327,                 1.7587,                 2.6828,                 1.4197,                 1.7857,              0.0018016,              0.0018016,              0.0018016
                     55,                0.44198,                0.74729,                0.21696,                 0.8312,                0.74654,                 0.6146,                0.66895,                0.41321,                0.74528,                0.61336,                0.66804,                0.41718,                 1.7755,                 2.7095,                 1.4094,                 1.8048,              0.0016469,              0.0016469,              0.0016469
                     56,                0.42243,                0.72405,                0.20955,                0.82561,                0.74052,                 0.6083,                0.66535,                0.41091,                0.73854,                0.60722,                0.66555,                0.41471,                 1.7807,                 2.7638,                 1.4342,                 1.8116,              0.0014922,              0.0014922,              0.0014922
                     57,                0.41112,                0.70766,                0.20652,                0.82215,                0.74131,                0.59711,                0.65891,                0.40855,                  0.747,                 0.5935,                0.65922,                0.41178,                 1.7932,                 2.8035,                  1.477,                 1.8227,              0.0013375,              0.0013375,              0.0013375
                     58,                0.40301,                0.69541,                0.19978,                0.81827,                0.75078,                0.59272,                0.65895,                0.40907,                0.73444,                0.59904,                0.65813,                0.41238,                 1.7953,                 2.8524,                 1.5104,                 1.8297,              0.0011828,              0.0011828,              0.0011828
                     59,                0.39184,                0.68433,                0.19687,                0.81401,                 0.7525,                 0.5935,                0.65864,                0.41119,                 0.7486,                0.59061,                0.65817,                0.41365,                 1.7976,                 2.8803,                 1.5186,                 1.8375,              0.0010281,              0.0010281,              0.0010281
                     60,                 0.3783,                0.66902,                0.19055,                 0.8133,                0.74922,                0.59386,                0.66173,                0.41465,                0.74711,                0.59278,                0.66106,                0.41558,                 1.7967,                 2.8913,                 1.5114,                 1.8405,             0.00087344,             0.00087344,             0.00087344
                     61,                0.37084,                0.66191,                0.18618,                0.80817,                0.74951,                0.59627,                0.66667,                0.41636,                0.74594,                0.59314,                0.66395,                0.41758,                 1.7951,                  2.912,                  1.508,                  1.843,             0.00071875,             0.00071875,             0.00071875
                     62,                0.36349,                0.65428,                0.18354,                0.80667,                0.74213,                0.60157,                0.67105,                0.41883,                0.74326,                0.59567,                0.66742,                0.41986,                 1.7976,                 2.9359,                 1.5035,                 1.8492,             0.00056406,             0.00056406,             0.00056406
                     63,                 0.3552,                0.64342,                0.17867,                0.80484,                0.74265,                0.60505,                0.67165,                0.41829,                0.73865,                0.60144,                 0.6685,                0.41905,                 1.8033,                 2.9567,                 1.5041,                 1.8564,             0.00040938,             0.00040938,             0.00040938
                     64,                0.34904,                0.63694,                0.17506,                0.80481,                0.74241,                0.60758,                0.67302,                0.41797,                0.73557,                0.60354,                0.66838,                0.41888,                 1.8079,                 2.9818,                 1.5007,                 1.8655,             0.00025469,             0.00025469,             0.00025469
