                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.2956,                 2.0372,                 1.0416,                 1.2953,                0.82911,                0.76695,                0.83817,                0.51322,                 0.8274,                 0.7617,                0.83729,                0.50384,                 1.4056,                 2.3528,                 1.0156,                 1.3789,              0.0016597,              0.0016597,              0.0016597
                     13,                 1.2841,                 2.0223,                 1.0283,                 1.3074,                0.68154,                0.71184,                0.73951,                0.43267,                0.66531,                0.69489,                 0.7182,                0.40146,                 1.4949,                 2.6525,                 1.2968,                 1.4634,              0.0016287,              0.0016287,              0.0016287
                     14,                  1.261,                 2.0019,                0.99214,                 1.2743,                0.88386,                0.84534,                0.91657,                0.55251,                0.88644,                0.84345,                0.91619,                0.53884,                 1.3826,                 2.2213,                  0.841,                 1.3773,              0.0015978,              0.0015978,              0.0015978
                     15,                  1.208,                 1.9317,                0.94303,                 1.2571,                0.79501,                0.79025,                0.82336,                0.45188,                0.80456,                0.80085,                0.84339,                0.46217,                  1.525,                 2.2903,                0.98709,                 1.4655,              0.0015669,              0.0015669,              0.0015669
                     16,                 1.2104,                 1.9167,                0.94666,                  1.255,                0.84575,                0.81568,                0.88296,                0.51719,                0.82306,                0.81798,                0.86853,                0.49627,                 1.4336,                 2.3397,                0.85119,                 1.4036,              0.0015359,              0.0015359,              0.0015359
                     17,                 1.1886,                 1.8837,                0.88754,                 1.2346,                0.87677,                0.82907,                0.90479,                0.55658,                0.88277,                0.83475,                0.91182,                0.53123,                 1.3571,                 2.2809,                 0.7976,                 1.3658,               0.001505,               0.001505,               0.001505
                     18,                 1.2038,                 1.9197,                0.89229,                 1.2453,                0.76452,                0.70763,                0.79164,                0.46324,                0.75163,                0.69703,                0.77943,                0.45551,                 1.5152,                 2.4477,                 1.1147,                 1.4594,              0.0014741,              0.0014741,              0.0014741
                     19,                 1.1598,                 1.8626,                0.86066,                 1.2148,                 0.7963,                0.81992,                0.86592,                0.50244,                0.81904,                0.79591,                0.87107,                0.50401,                 1.4006,                 2.2559,                0.88209,                 1.3894,              0.0014431,              0.0014431,              0.0014431
                     20,                 1.1619,                 1.8288,                0.84501,                 1.2187,                  0.842,                 0.8072,                0.85179,                0.49303,                 0.8176,                0.80932,                0.83929,                0.47921,                 1.5138,                 2.5108,                0.96219,                 1.4606,              0.0014122,              0.0014122,              0.0014122
                     21,                 1.1431,                 1.8556,                 0.8461,                 1.2077,                0.86008,                0.87254,                0.90023,                0.53705,                0.85771,                0.86229,                0.89382,                0.52579,                 1.4153,                   2.23,                0.81637,                 1.3933,              0.0013813,              0.0013813,              0.0013813
                     22,                 1.1179,                 1.7876,                 0.8025,                 1.1885,                0.85004,                0.79661,                0.87364,                0.52601,                0.84277,                0.79025,                0.86386,                0.51155,                 1.3755,                 2.3039,                0.88081,                 1.3697,              0.0013503,              0.0013503,              0.0013503
                     23,                 1.0991,                 1.7835,                0.79672,                 1.1784,                0.78998,                 0.8072,                0.82282,                0.46557,                0.78584,                0.80297,                0.82148,                0.45181,                 1.4723,                 2.3895,                0.96143,                  1.439,              0.0013194,              0.0013194,              0.0013194
                     24,                 1.0908,                 1.7768,                0.76958,                 1.1645,                0.85798,                0.81144,                0.86725,                0.54997,                0.86609,                0.82218,                 0.8794,                0.53538,                 1.3526,                 2.1377,                0.83072,                 1.3505,              0.0012884,              0.0012884,              0.0012884
                     25,                 1.0847,                 1.7554,                 0.7666,                 1.1593,                0.82755,                0.80085,                0.86637,                0.53622,                0.83062,                0.79999,                0.85707,                0.51361,                 1.4265,                  2.251,                0.88214,                 1.4113,              0.0012575,              0.0012575,              0.0012575
                     26,                 1.0585,                 1.7485,                0.74546,                 1.1473,                0.87709,                0.87712,                0.89809,                0.55524,                 0.8727,                0.87146,                0.89322,                0.52768,                 1.3405,                 2.2536,                0.82478,                  1.361,              0.0012266,              0.0012266,              0.0012266
                     27,                 1.0609,                  1.711,                0.73671,                  1.148,                0.83742,                0.83263,                0.87064,                0.51036,                0.83581,                0.83043,                0.86729,                0.51091,                 1.4128,                 2.2531,                0.87258,                 1.4335,              0.0011956,              0.0011956,              0.0011956
                     28,                 1.0475,                 1.6865,                0.72831,                 1.1429,                0.83702,                0.85593,                0.88937,                  0.552,                0.85273,                0.84534,                0.88496,                0.53613,                 1.3572,                 2.3165,                0.76891,                 1.3939,              0.0011647,              0.0011647,              0.0011647
                     29,                 1.0232,                 1.6649,                0.69526,                 1.1283,                0.88044,                0.82689,                0.88998,                0.54813,                0.86233,                0.80949,                0.87424,                 0.5382,                 1.3998,                   2.18,                0.82841,                 1.3974,              0.0011337,              0.0011337,              0.0011337
                     30,                 1.0017,                 1.6762,                0.69467,                 1.1153,                0.90238,                 0.8411,                0.91744,                0.57191,                 0.9008,                0.83898,                0.91658,                0.55102,                 1.3589,                 2.1775,                 0.7231,                 1.4026,              0.0011028,              0.0011028,              0.0011028
                     31,                0.97661,                 1.6243,                0.67796,                 1.0995,                0.84955,                0.87712,                0.90443,                0.56003,                 0.8378,                0.86451,                0.89439,                0.54569,                 1.3303,                 2.1923,                0.79143,                 1.3536,              0.0010719,              0.0010719,              0.0010719
                     32,                0.99204,                 1.6386,                0.66789,                 1.1049,                0.85053,                0.83051,                0.87437,                0.52986,                0.85506,                0.82203,                0.87024,                0.52636,                 1.4404,                 2.2904,                0.85142,                  1.431,              0.0010409,              0.0010409,              0.0010409
                     33,                 1.0002,                 1.6456,                0.65978,                 1.1177,                0.87369,                0.79237,                0.86501,                 0.5082,                0.87967,                0.78991,                 0.8633,                0.49671,                 1.4437,                 2.3555,                 0.8243,                 1.4378,                0.00101,                0.00101,                0.00101
                     34,                0.96481,                 1.5884,                0.65026,                 1.0876,                0.85363,                0.84746,                 0.8944,                0.54553,                0.85464,                0.85947,                0.89712,                0.53649,                 1.3562,                 2.2016,                0.73743,                 1.3569,             0.00097906,             0.00097906,             0.00097906
                     35,                0.95157,                  1.564,                0.63386,                 1.0823,                0.87063,                  0.875,                0.91089,                0.56755,                0.87199,                0.88035,                0.91037,                0.55024,                 1.3539,                 2.2385,                0.75317,                 1.3517,             0.00094812,             0.00094812,             0.00094812
                     36,                0.96052,                 1.5776,                0.63012,                 1.0924,                0.89308,                0.84948,                0.91116,                0.57031,                0.88935,                0.85142,                0.91312,                0.55257,                 1.3271,                 2.2944,                0.72534,                 1.3384,             0.00091719,             0.00091719,             0.00091719
                     37,                0.93052,                 1.5608,                0.62705,                 1.0695,                0.84232,                0.86016,                0.88408,                0.54957,                0.83617,                0.85169,                0.87533,                0.53472,                 1.3897,                 2.2532,                0.76341,                 1.4091,             0.00088625,             0.00088625,             0.00088625
                     38,                0.90435,                 1.5395,                0.60183,                 1.0552,                0.87916,                0.88559,                 0.9171,                0.56952,                0.87075,                0.87712,                0.90892,                0.55782,                 1.3551,                 2.2968,                 0.7117,                 1.4037,             0.00085531,             0.00085531,             0.00085531
                     39,                0.90255,                  1.514,                0.59331,                  1.066,                 0.9064,                0.83686,                0.91927,                 0.5844,                0.90465,                0.83263,                 0.9195,                0.56858,                 1.3237,                 2.1883,                 0.6982,                 1.3596,             0.00082438,             0.00082438,             0.00082438
                     40,                0.86864,                 1.4891,                0.57752,                 1.0445,                0.85122,                0.84746,                0.90467,                0.56108,                 0.8362,                0.83281,                0.88875,                0.53732,                 1.3151,                 2.2287,                0.73249,                 1.3398,             0.00079344,             0.00079344,             0.00079344
                     41,                0.88008,                 1.4964,                0.58149,                 1.0483,                 0.8854,                 0.8839,                0.93549,                0.56743,                 0.8854,                 0.8839,                0.92791,                0.55964,                 1.3608,                 2.2144,                0.67546,                 1.4117,              0.0007625,              0.0007625,              0.0007625
                     42,                0.85451,                 1.4679,                0.55457,                 1.0328,                 0.8997,                0.89324,                0.92469,                0.57188,                0.89757,                0.89112,                0.92599,                0.56147,                 1.3245,                 2.2172,                0.67916,                 1.3746,             0.00073156,             0.00073156,             0.00073156
                     43,                0.85636,                 1.4666,                0.55556,                 1.0316,                0.90017,                0.87875,                0.91977,                0.57829,                0.90725,                0.84972,                0.91989,                0.56426,                 1.3433,                 2.2023,                0.67628,                 1.3597,             0.00070063,             0.00070063,             0.00070063
                     44,                 0.8589,                 1.4664,                0.54448,                 1.0298,                0.88193,                0.90254,                0.92426,                0.56313,                0.86892,                0.87288,                0.90177,                0.54839,                 1.3858,                 2.3753,                0.68216,                  1.392,             0.00066969,             0.00066969,             0.00066969
                     45,                 0.8618,                 1.4646,                0.55341,                 1.0397,                0.89668,                0.84577,                0.90564,                0.55373,                0.89892,                0.84789,                0.90972,                0.53842,                 1.3894,                 2.3798,                0.74052,                 1.3814,             0.00063875,             0.00063875,             0.00063875
                     46,                0.82291,                 1.4368,                 0.5356,                  1.017,                0.89768,                0.87358,                0.91605,                0.56885,                0.91158,                0.84958,                0.90902,                 0.5602,                 1.3594,                 2.2713,                0.71337,                 1.3724,             0.00060781,             0.00060781,             0.00060781
                     47,                0.82965,                 1.4325,                0.54195,                  1.021,                0.90547,                0.85805,                0.91116,                0.58315,                0.90547,                0.85805,                0.91626,                0.56527,                 1.3336,                 2.3047,                 0.6835,                 1.3617,             0.00057688,             0.00057688,             0.00057688
                     48,                 0.8152,                 1.3895,                0.51771,                 1.0092,                0.89476,                0.88262,                0.92232,                 0.5812,                0.89046,                0.87839,                0.91779,                0.56227,                 1.3564,                 2.3282,                0.66405,                 1.4011,             0.00054594,             0.00054594,             0.00054594
                     49,                0.79323,                 1.3749,                0.51518,                 1.0085,                0.92663,                0.88295,                 0.9336,                0.58164,                0.92211,                0.87784,                0.92699,                0.57247,                 1.3532,                 2.3786,                0.64526,                 1.4058,               0.000515,               0.000515,               0.000515
                     50,                0.79808,                 1.4118,                 0.5097,                 1.0104,                 0.9117,                0.84534,                0.92691,                 0.5807,                0.89694,                0.83263,                0.90658,                0.56782,                 1.3472,                 2.3629,                0.67308,                 1.4026,             0.00048406,             0.00048406,             0.00048406
                     51,                0.78973,                 1.3835,                0.50334,                 1.0015,                 0.9077,                0.87924,                 0.9256,                0.59521,                0.91058,                0.86017,                0.92111,                0.57949,                 1.3119,                  2.303,                0.66787,                 1.3494,             0.00045313,             0.00045313,             0.00045313
                     52,                0.76867,                 1.3666,                 0.4953,                0.99113,                0.92337,                0.88347,                0.93771,                0.58882,                0.91552,                0.86864,                0.92131,                0.57255,                 1.3248,                 2.3137,                0.68964,                 1.3586,             0.00042219,             0.00042219,             0.00042219
                     53,                0.76757,                  1.357,                0.48811,                0.99243,                 0.8833,                0.88197,                0.92039,                0.58325,                0.88754,                0.88621,                 0.9257,                0.57462,                 1.3216,                 2.2662,                0.63217,                 1.3968,             0.00039125,             0.00039125,             0.00039125
                     54,                0.75832,                 1.3697,                0.48266,                0.98738,                0.93919,                0.86229,                0.93286,                0.58936,                0.91583,                0.85805,                0.91768,                0.57421,                 1.3188,                 2.3676,                0.64887,                 1.3582,             0.00036031,             0.00036031,             0.00036031
                     55,                0.68259,                 1.2532,                0.39471,                0.94338,                0.88871,                0.87976,                 0.9234,                0.59577,                0.87764,                0.88134,                0.91516,                0.57827,                 1.3123,                 2.3002,                0.65588,                 1.3472,             0.00032938,             0.00032938,             0.00032938
                     56,                0.62895,                 1.1705,                0.34661,                0.91733,                0.88293,                0.86017,                0.92017,                0.58502,                0.88076,                0.85805,                0.91074,                0.57119,                 1.3309,                 2.4315,                0.66274,                 1.3802,             0.00029844,             0.00029844,             0.00029844
                     57,                0.61646,                 1.1535,                0.34428,                0.90163,                0.89791,                0.87576,                0.92017,                 0.5927,                0.90442,                0.88211,                 0.9233,                0.57656,                 1.2858,                  2.356,                0.63786,                 1.3541,              0.0002675,              0.0002675,              0.0002675
                     58,                0.58801,                  1.131,                0.32884,                0.89291,                0.91368,                0.85381,                0.91781,                0.59478,                0.89023,                 0.8763,                0.91763,                0.57792,                 1.3098,                 2.5232,                0.65595,                 1.3711,             0.00023656,             0.00023656,             0.00023656
                     59,                0.57637,                  1.125,                0.32105,                0.89255,                0.87381,                0.89831,                0.91988,                0.59577,                0.87268,                0.89831,                0.91844,                0.58075,                 1.3051,                 2.4145,                 0.6345,                 1.3616,             0.00020562,             0.00020562,             0.00020562
                     60,                0.56117,                 1.0977,                0.30918,                0.88794,                0.91659,                0.85381,                0.92012,                0.58894,                 0.9136,                0.84958,                0.91274,                0.57401,                 1.3148,                 2.4683,                0.64771,                 1.3681,             0.00017469,             0.00017469,             0.00017469
                     61,                0.56093,                 1.0922,                 0.3093,                 0.8805,                0.89028,                0.88559,                0.92603,                0.59941,                0.88168,                0.87712,                0.91709,                0.58266,                 1.3059,                 2.4833,                0.62399,                 1.3716,             0.00014375,             0.00014375,             0.00014375
                     62,                0.54543,                 1.0797,                0.30736,                0.88169,                0.91895,                0.86473,                0.92714,                0.59234,                0.91687,                0.86017,                0.91595,                 0.5803,                 1.3053,                 2.4679,                 0.6228,                 1.3737,             0.00011281,             0.00011281,             0.00011281
                     63,                0.52376,                  1.055,                0.29654,                0.87311,                0.87654,                0.88749,                0.91923,                0.59383,                0.87913,                0.89378,                0.91964,                0.57782,                  1.297,                 2.5438,                0.62747,                 1.3651,             8.1875e-05,             8.1875e-05,             8.1875e-05
                     64,                0.52834,                 1.0494,                0.29879,                0.87163,                0.87502,                0.90486,                0.92612,                0.59655,                0.86895,                0.89907,                0.91777,                0.58235,                 1.3046,                 2.5336,                0.62698,                 1.3641,             5.0937e-05,             5.0937e-05,             5.0937e-05
