                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     28,                 1.0517,                 1.7284,                0.72813,                 1.1373,                0.77817,                0.73009,                0.79873,                0.49079,                0.76002,                0.75221,                0.78937,                0.47118,                 1.4045,                 2.2411,                 1.0065,                 1.4461,              0.0011647,              0.0011647,              0.0011647
                     29,                 1.0438,                 1.6923,                0.71381,                  1.134,                0.79764,                0.81976,                0.86535,                0.52392,                  0.797,                0.80531,                0.86002,                0.50414,                 1.3867,                  2.162,                0.88823,                 1.4352,              0.0011337,              0.0011337,              0.0011337
                     30,                 1.0458,                 1.6609,                0.69536,                 1.1225,                0.81377,                0.78308,                0.84736,                0.51409,                0.81147,                0.78087,                0.84086,                0.49812,                 1.3864,                 2.2881,                0.92557,                 1.4272,              0.0011028,              0.0011028,              0.0011028
                     31,                 1.0001,                 1.6414,                0.69409,                 1.1067,                0.78259,                0.77434,                0.83364,                0.51092,                0.77995,                0.77876,                0.82677,                0.48836,                 1.4293,                 2.3005,                0.94634,                 1.4616,              0.0010719,              0.0010719,              0.0010719
                     32,                 1.0143,                  1.649,                0.68525,                 1.1099,                0.82513,                0.71018,                0.80413,                0.47488,                0.82256,                0.70796,                0.79694,                0.46732,                   1.49,                 2.2873,                0.96523,                 1.5178,              0.0010409,              0.0010409,              0.0010409
                     33,                 0.9884,                 1.5962,                 0.6503,                 1.1003,                0.82932,                0.77401,                0.84809,                0.50933,                0.80724,                 0.8031,                0.85558,                0.49461,                 1.4285,                 2.3059,                0.92706,                 1.4844,                0.00101,                0.00101,                0.00101
                     34,                 0.9744,                 1.6248,                 0.6452,                  1.087,                0.78339,                0.79204,                0.82307,                0.47368,                0.78557,                0.79425,                0.83203,                0.45616,                  1.525,                 2.3493,                 0.9478,                 1.5749,             0.00097906,             0.00097906,             0.00097906
                     35,                0.98573,                 1.6351,                0.66111,                  1.102,                0.83322,                0.76991,                0.85862,                 0.5178,                0.82071,                0.75885,                0.84109,                0.49805,                 1.4019,                 2.3912,                 0.8906,                 1.4691,             0.00094812,             0.00094812,             0.00094812
                     36,                 0.9659,                 1.5611,                0.63979,                 1.0824,                0.78161,                0.83186,                0.85971,                 0.5229,                0.79367,                0.84253,                0.86984,                0.50957,                 1.4104,                 2.2135,                0.84584,                 1.4791,             0.00091719,             0.00091719,             0.00091719
                     37,                0.96509,                 1.5696,                0.63183,                 1.0874,                0.79007,                0.77433,                0.83111,                0.49394,                0.79632,                0.78761,                 0.8436,                0.48536,                 1.4026,                 2.2189,                0.91617,                 1.4796,             0.00088625,             0.00088625,             0.00088625
                     38,                0.93995,                  1.572,                0.61364,                 1.0706,                0.82382,                0.79204,                0.83713,                0.50088,                0.80785,                0.78319,                0.82327,                0.47841,                 1.4482,                 2.3236,                0.90208,                 1.5396,             0.00085531,             0.00085531,             0.00085531
                     39,                0.93282,                 1.5143,                0.60385,                 1.0638,                0.77764,                0.82788,                0.83976,                0.50483,                 0.7818,                0.83231,                0.84229,                0.48954,                 1.4155,                 2.2874,                 0.8924,                 1.4784,             0.00082438,             0.00082438,             0.00082438
                     40,                0.90649,                 1.5199,                0.59848,                 1.0615,                0.78912,                0.74779,                0.80249,                0.47819,                0.82828,                0.73894,                 0.8063,                0.46137,                 1.4741,                  2.393,                0.98383,                 1.5346,             0.00079344,             0.00079344,             0.00079344
                     41,                0.88356,                 1.4884,                0.57863,                 1.0367,                 0.8164,                0.84292,                0.88175,                 0.5304,                0.85552,                0.79646,                0.87604,                0.50683,                 1.4285,                 2.2832,                0.80698,                 1.5118,              0.0007625,              0.0007625,              0.0007625
                     42,                0.88741,                 1.4893,                0.57046,                 1.0482,                0.80787,                0.70133,                0.77263,                0.46815,                0.81087,                 0.7019,                 0.7778,                0.45428,                 1.4566,                 2.4335,                0.96918,                 1.5188,             0.00073156,             0.00073156,             0.00073156
                     43,                0.86127,                 1.4812,                0.55575,                 1.0318,                0.81876,                0.82301,                0.87041,                0.51795,                0.82131,                0.83407,                0.87471,                0.50272,                 1.4411,                 2.3316,                0.82635,                 1.5307,             0.00070063,             0.00070063,             0.00070063
                     44,                  0.871,                 1.4975,                0.56459,                 1.0378,                0.80796,                0.83186,                0.86209,                0.51272,                0.79608,                0.83779,                0.85674,                0.49548,                 1.4257,                 2.4375,                0.85222,                 1.5394,             0.00066969,             0.00066969,             0.00066969
                     45,                0.85518,                 1.4677,                0.55442,                 1.0304,                0.79203,                0.76991,                0.84282,                0.50742,                0.78797,                0.77655,                0.83637,                0.48269,                 1.4294,                  2.408,                0.88246,                 1.4864,             0.00063875,             0.00063875,             0.00063875
                     46,                0.84985,                 1.4212,                0.53723,                 1.0302,                0.84907,                0.82301,                0.87564,                0.52548,                0.85375,                0.82743,                0.87828,                0.51116,                 1.4436,                 2.3796,                0.80882,                 1.5164,             0.00060781,             0.00060781,             0.00060781
                     47,                0.83586,                 1.4064,                0.52374,                 1.0186,                0.79047,                0.81637,                0.85185,                0.51816,                0.79661,                 0.8208,                0.84571,                0.49876,                 1.3832,                 2.4006,                0.78997,                  1.485,             0.00057688,             0.00057688,             0.00057688
                     48,                0.80495,                 1.3828,                0.51146,                  1.002,                 0.8006,                0.80752,                0.83852,                0.50481,                0.80719,                0.80579,                0.83014,                0.48561,                 1.4535,                 2.5385,                0.83275,                 1.5499,             0.00054594,             0.00054594,             0.00054594
                     49,                0.80714,                 1.4058,                0.51447,                 1.0004,                0.84715,                0.83384,                0.86899,                0.53193,                0.84715,                0.83384,                0.87147,                0.51019,                 1.4218,                 2.2985,                0.78597,                 1.4947,               0.000515,               0.000515,               0.000515
                     50,                 0.7964,                  1.399,                0.49886,                 1.0031,                0.81599,                0.84372,                0.86041,                 0.5121,                0.82027,                0.84814,                0.86582,                0.50707,                 1.4497,                 2.3483,                0.82494,                 1.5065,             0.00048406,             0.00048406,             0.00048406
                     51,                0.80908,                 1.4026,                0.50581,                 1.0017,                0.83299,                0.81656,                0.84855,                0.51711,                0.82181,                 0.8061,                0.83411,                0.49987,                 1.4193,                 2.5113,                0.80478,                 1.5133,             0.00045313,             0.00045313,             0.00045313
                     52,                0.77844,                 1.3715,                0.49191,                0.99507,                0.81495,                0.81637,                0.85572,                0.52779,                0.82865,                0.80531,                0.84837,                0.50674,                 1.4012,                 2.4238,                  0.808,                 1.4715,             0.00042219,             0.00042219,             0.00042219
                     53,                0.78172,                 1.3623,                 0.4864,                0.99139,                 0.8111,                0.81697,                 0.8564,                0.53512,                0.81549,                0.82139,                0.86035,                0.52144,                 1.4114,                 2.3671,                0.81465,                 1.5015,             0.00039125,             0.00039125,             0.00039125
                     54,                0.74745,                 1.3216,                0.47269,                 0.9756,                0.79478,                0.83186,                 0.8624,                 0.5338,                 0.8041,                0.84292,                0.86331,                0.51813,                 1.3777,                 2.3659,                0.81233,                 1.5082,             0.00036031,             0.00036031,             0.00036031
                     55,                0.72938,                 1.2982,                0.41232,                0.96181,                0.80164,                0.81637,                0.82698,                0.50536,                0.79678,                0.80673,                0.81656,                0.48544,                 1.4453,                 2.5691,                0.82797,                 1.5701,             0.00032938,             0.00032938,             0.00032938
                     56,                0.65236,                 1.1961,                0.36213,                 0.9191,                0.81111,                0.82743,                0.84682,                0.52791,                0.81328,                0.82965,                0.84719,                0.50903,                 1.4042,                 2.5033,                0.79648,                 1.5412,             0.00029844,             0.00029844,             0.00029844
                     57,                0.64089,                 1.1586,                 0.3475,                0.91854,                 0.8132,                0.80088,                0.84956,                0.53356,                0.83238,                0.81298,                0.85822,                0.51141,                 1.4109,                 2.4926,                0.78182,                 1.5337,              0.0002675,              0.0002675,              0.0002675
                     58,                0.61678,                 1.1391,                 0.3335,                0.90162,                 0.8416,                0.81858,                0.86393,                0.54346,                0.84862,                0.82522,                0.86947,                0.52363,                 1.4077,                 2.5044,                0.78558,                 1.5196,             0.00023656,             0.00023656,             0.00023656
                     59,                  0.606,                 1.1372,                0.33639,                0.90146,                0.80549,                0.82522,                0.83917,                0.51954,                0.80461,                0.82907,                0.84235,                0.50084,                 1.4111,                 2.4859,                0.84554,                 1.5209,             0.00020562,             0.00020562,             0.00020562
                     60,                 0.5972,                 1.1199,                 0.3291,                0.89985,                0.82638,                0.79425,                0.85629,                0.52802,                0.84865,                 0.7854,                0.85709,                0.51223,                 1.4493,                 2.5345,                0.85083,                  1.568,             0.00017469,             0.00017469,             0.00017469
                     61,                0.57909,                 1.1004,                0.32217,                0.88779,                0.81708,                0.81637,                0.85276,                0.52618,                0.82816,                0.82743,                0.85895,                0.50723,                 1.4612,                 2.5559,                0.82633,                 1.5877,             0.00014375,             0.00014375,             0.00014375
                     62,                0.57298,                 1.1039,                0.31383,                0.88948,                0.79797,                 0.8208,                0.84349,                0.52546,                0.80442,                0.82743,                0.84556,                 0.5042,                 1.4235,                  2.576,                0.84849,                 1.5635,             0.00011281,             0.00011281,             0.00011281
                     63,                0.56191,                 1.0881,                0.30821,                0.88316,                0.81513,                0.82919,                0.84877,                 0.5251,                0.82166,                0.83583,                0.85559,                0.51113,                 1.4301,                 2.5878,                0.83771,                 1.5507,             8.1875e-05,             8.1875e-05,             8.1875e-05
                     64,                0.54148,                 1.0669,                0.30468,                0.87211,                 0.8031,                0.81213,                0.84655,                0.52523,                0.81364,                0.82102,                0.85272,                0.51016,                 1.4311,                 2.6197,                 0.8503,                 1.5668,             5.0937e-05,             5.0937e-05,             5.0937e-05
