                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.0553,                 1.7082,                0.71466,                 1.1378,                0.85851,                0.84553,                0.85696,                0.49279,                0.87238,                 0.8374,                0.85105,                0.47496,                 1.4582,                 2.4972,                0.79967,                 1.4415,              0.0012266,              0.0012266,              0.0012266
                     27,                 1.0337,                 1.6868,                0.70019,                 1.1249,                0.80571,                0.85163,                0.84398,                 0.4534,                0.80225,                0.84959,                0.82939,                0.44052,                 1.5419,                  2.757,                0.84059,                 1.5161,              0.0011956,              0.0011956,              0.0011956
                     28,                 1.0211,                 1.6761,                0.68592,                 1.1172,                0.83841,                0.79065,                0.85317,                0.46866,                  0.826,                0.77846,                0.82203,                 0.4543,                 1.4846,                 2.5784,                0.86874,                 1.4814,              0.0011647,              0.0011647,              0.0011647
                     29,                 1.0144,                 1.6533,                0.68383,                 1.1265,                0.80889,                0.78659,                0.80223,                0.43992,                0.79341,                0.77236,                0.76876,                0.42231,                 1.4959,                   2.71,                0.91349,                 1.5185,              0.0011337,              0.0011337,              0.0011337
                     30,                0.99286,                  1.656,                 0.6766,                 1.1033,                0.85473,                 0.8313,                0.87839,                0.49559,                0.84281,                0.83915,                 0.8688,                0.48242,                 1.4417,                 2.3897,                0.79112,                  1.433,              0.0011028,              0.0011028,              0.0011028
                     31,                0.96956,                 1.6006,                0.64632,                 1.0894,                0.84314,                0.78658,                0.82773,                0.47733,                 0.8464,                0.78659,                0.82188,                0.46695,                 1.4645,                 2.4794,                0.85071,                 1.4853,              0.0010719,              0.0010719,              0.0010719
                     32,                0.97878,                 1.6236,                0.65397,                 1.0981,                0.85604,                0.80894,                0.87487,                0.48447,                0.84298,                0.81098,                0.87097,                0.48392,                  1.501,                 2.5678,                 0.8214,                 1.5096,              0.0010409,              0.0010409,              0.0010409
                     33,                0.97825,                  1.605,                0.63538,                 1.0878,                0.84252,                0.83333,                0.83254,                0.48398,                0.82959,                0.83116,                 0.8261,                0.46979,                 1.4563,                 2.5404,                0.81255,                 1.4459,                0.00101,                0.00101,                0.00101
                     34,                0.95099,                 1.5802,                 0.6159,                 1.0795,                0.85678,                0.81467,                0.86309,                0.48899,                0.85683,                0.81497,                0.86276,                0.48142,                 1.4737,                 2.6186,                0.81369,                 1.4901,             0.00097906,             0.00097906,             0.00097906
                     35,                 0.9435,                 1.5381,                0.61298,                 1.0783,                0.85508,                0.82927,                0.85169,                0.48517,                0.85803,                0.83537,                0.85102,                0.47476,                 1.4868,                 2.5915,                0.73865,                 1.4845,             0.00094812,             0.00094812,             0.00094812
                     36,                0.92404,                 1.5617,                0.59576,                 1.0708,                0.83411,                0.86865,                0.83927,                0.46995,                0.83813,                 0.8735,                0.84079,                0.46124,                 1.5199,                 2.7198,                 0.7586,                  1.526,             0.00091719,             0.00091719,             0.00091719
                     37,                0.91747,                 1.5185,                0.57396,                 1.0615,                0.83136,                 0.8517,                0.87876,                0.50382,                0.83439,                0.84997,                0.87499,                 0.4956,                 1.4245,                 2.4486,                0.74377,                 1.4523,             0.00088625,             0.00088625,             0.00088625
                     38,                0.90618,                 1.5164,                0.58019,                 1.0581,                0.82471,                0.84756,                0.85409,                0.49464,                0.81816,                0.83943,                0.83866,                0.48337,                 1.4664,                 2.5559,                0.77785,                 1.4605,             0.00085531,             0.00085531,             0.00085531
                     39,                0.88961,                 1.4829,                 0.5742,                 1.0453,                0.87107,                0.85976,                0.86589,                0.49404,                0.85048,                0.83943,                0.82539,                0.47002,                 1.4602,                  2.671,                0.76985,                 1.4794,             0.00082438,             0.00082438,             0.00082438
                     40,                0.87164,                 1.4645,                0.55424,                 1.0409,                0.88001,                0.84964,                0.89625,                0.52019,                 0.8758,                0.84557,                0.89389,                0.50749,                 1.4294,                  2.783,                0.73614,                 1.4555,             0.00079344,             0.00079344,             0.00079344
                     41,                0.85613,                 1.4615,                0.54664,                 1.0271,                0.85135,                0.80894,                0.84579,                0.46263,                0.82804,                0.80691,                 0.8178,                0.45934,                 1.5355,                 2.7003,                0.79189,                 1.5563,              0.0007625,              0.0007625,              0.0007625
                     42,                0.84686,                 1.4526,                0.54063,                 1.0225,                0.84999,                0.84075,                0.86702,                0.49702,                0.84221,                0.83537,                0.84191,                0.48937,                 1.4524,                 2.8166,                0.76035,                 1.4703,             0.00073156,             0.00073156,             0.00073156
                     43,                0.86104,                 1.4444,                0.54269,                 1.0259,                0.86082,                0.84224,                0.85461,                0.49404,                0.85831,                0.85163,                 0.8538,                0.48574,                  1.496,                 2.7333,                0.73626,                 1.5256,             0.00070063,             0.00070063,             0.00070063
                     44,                0.83225,                 1.4345,                0.52459,                 1.0085,                0.87594,                 0.8435,                0.86807,                0.50714,                0.87594,                 0.8435,                0.86532,                0.49854,                 1.4857,                 2.7985,                 0.7058,                 1.5365,             0.00066969,             0.00066969,             0.00066969
                     45,                0.82096,                 1.4358,                0.51541,                 1.0143,                 0.8821,                0.86676,                0.88783,                0.50148,                0.87589,                0.86066,                0.87747,                0.49576,                 1.5035,                 2.7142,                 0.7401,                 1.5234,             0.00063875,             0.00063875,             0.00063875
                     46,                0.81187,                 1.4323,                0.51234,                 1.0055,                0.88547,                0.88008,                0.88387,                0.49994,                0.88242,                0.87602,                0.87938,                0.47778,                 1.4693,                 2.8654,                0.70251,                 1.5309,             0.00060781,             0.00060781,             0.00060781
                     47,                0.80147,                 1.3873,                0.49696,                 1.0032,                0.89113,                0.82724,                 0.8844,                0.50436,                0.89332,                0.82927,                0.88071,                 0.4853,                 1.4526,                 2.7735,                0.75189,                 1.4763,             0.00057688,             0.00057688,             0.00057688
                     48,                0.79921,                 1.3901,                0.50238,                0.99983,                0.86282,                0.86789,                0.88689,                0.52757,                0.86686,                0.87195,                0.88783,                0.51147,                 1.4287,                 2.7635,                0.69397,                 1.4856,             0.00054594,             0.00054594,             0.00054594
                     49,                0.77657,                 1.3635,                0.49049,                0.99116,                 0.8664,                0.85163,                0.85981,                0.50737,                0.86433,                0.84959,                0.85553,                0.49498,                 1.4401,                 2.7647,                 0.7243,                 1.5335,               0.000515,               0.000515,               0.000515
                     50,                0.76982,                 1.3334,                0.47367,                0.98342,                0.83844,                0.85442,                0.85696,                  0.508,                0.85037,                0.86635,                0.86137,                0.49955,                 1.4371,                 2.7629,                0.70241,                 1.5021,             0.00048406,             0.00048406,             0.00048406
                     51,                 0.7507,                 1.3317,                0.46294,                0.97639,                0.86491,                 0.8374,                0.85716,                 0.5004,                0.86491,                 0.8374,                0.84672,                0.48803,                 1.4279,                 2.7803,                0.70672,                 1.5078,             0.00045313,             0.00045313,             0.00045313
                     52,                0.74883,                 1.3385,                0.47594,                0.97702,                0.84704,                0.84553,                0.84484,                0.49418,                0.84094,                0.83943,                0.82274,                0.48406,                 1.4488,                 2.9367,                0.71583,                 1.5533,             0.00042219,             0.00042219,             0.00042219
                     53,                0.74205,                 1.3124,                0.46361,                0.97622,                 0.8755,                0.85754,                0.86097,                0.50187,                 0.8755,                0.85754,                0.85421,                0.49641,                 1.4457,                 2.8559,                0.70153,                 1.5283,             0.00039125,             0.00039125,             0.00039125
                     54,                0.71898,                 1.2961,                0.45061,                0.96494,                0.88112,                0.83943,                0.86408,                0.49871,                0.88539,                 0.8435,                0.86505,                0.48823,                 1.4791,                 2.8453,                0.69655,                 1.5574,             0.00036031,             0.00036031,             0.00036031
                     55,                0.67228,                 1.2228,                 0.3757,                0.92413,                0.87436,                0.84872,                0.86574,                0.50177,                0.85796,                0.88008,                0.86897,                0.49357,                 1.4733,                 2.9358,                0.71028,                 1.5593,             0.00032938,             0.00032938,             0.00032938
                     56,                0.61423,                  1.135,                0.33091,                0.90244,                0.85137,                 0.8374,                0.84659,                0.49464,                0.85335,                0.84553,                 0.8504,                0.48583,                  1.475,                 2.9213,                0.74325,                 1.5823,             0.00029844,             0.00029844,             0.00029844
                     57,                0.58498,                 1.1213,                0.31905,                0.89387,                0.86236,                0.86179,                0.86781,                0.50848,                0.86846,                0.86789,                0.86568,                0.50375,                 1.4618,                 2.9009,                0.70356,                 1.5633,              0.0002675,              0.0002675,              0.0002675
                     58,                0.56478,                  1.082,                0.30801,                0.88599,                0.87524,                0.85569,                0.86127,                0.50396,                0.88224,                0.86382,                0.86329,                0.50443,                 1.4408,                 2.9679,                0.70414,                 1.5438,             0.00023656,             0.00023656,             0.00023656
                     59,                0.55665,                 1.0821,                0.30427,                0.87956,                0.84917,                0.84676,                0.85028,                0.50624,                0.85438,                0.85772,                0.85556,                0.49847,                 1.4661,                 3.0178,                0.71022,                 1.5856,             0.00020562,             0.00020562,             0.00020562
                     60,                0.54331,                 1.0659,                 0.2986,                0.87604,                 0.8539,                0.86722,                0.87111,                0.52729,                0.86589,                0.87926,                0.87523,                0.51375,                 1.4498,                 3.0029,                0.67981,                 1.5873,             0.00017469,             0.00017469,             0.00017469
                     61,                0.52969,                 1.0497,                0.29119,                 0.8653,                0.89617,                0.82724,                0.85345,                 0.5133,                0.86702,                0.87195,                0.86207,                0.50193,                 1.4287,                 3.0122,                0.70975,                 1.5635,             0.00014375,             0.00014375,             0.00014375
                     62,                 0.5201,                 1.0291,                0.28758,                0.86057,                0.86474,                0.85764,                0.86381,                0.51698,                0.87294,                0.86577,                 0.8687,                0.50748,                 1.4575,                 3.1006,                0.70189,                 1.5978,             0.00011281,             0.00011281,             0.00011281
                     63,                0.50066,                 1.0242,                0.28003,                   0.86,                0.89203,                0.83333,                0.86459,                0.51545,                0.88102,                0.87291,                0.87796,                0.50865,                 1.4375,                 3.0639,                0.68246,                   1.58,             8.1875e-05,             8.1875e-05,             8.1875e-05
                     64,                0.49853,                 1.0292,                0.27939,                0.85505,                0.89493,                0.84146,                0.86399,                0.51938,                0.90764,                0.85366,                  0.876,                0.50729,                 1.4485,                  3.059,                0.68027,                 1.5796,             5.0937e-05,             5.0937e-05,             5.0937e-05
