                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.74861,                0.47408,                0.99125,                0.85818,                0.84616,                0.89526,                0.56187,                 1.4188,                0.70098,                 1.4601,             0.00036031,             0.00036031,             0.00036031
                     55,                0.65913,                 0.4012,                0.93846,                0.88376,                0.82839,                0.89788,                0.54709,                  1.458,                0.70538,                 1.4879,             0.00032938,             0.00032938,             0.00032938
                     56,                0.60594,                0.34663,                0.90869,                0.90501,                0.86864,                0.92089,                0.57417,                 1.4044,                 0.6352,                 1.4456,             0.00029844,             0.00029844,             0.00029844
                     57,                0.59168,                0.33466,                0.90456,                0.91745,                0.87126,                0.90926,                0.57033,                 1.3913,                0.67915,                 1.4568,              0.0002675,              0.0002675,              0.0002675
                     58,                0.57213,                 0.3246,                0.89498,                0.92524,                0.84746,                0.90605,                0.56505,                 1.3866,                0.67301,                 1.4393,             0.00023656,             0.00023656,             0.00023656
                     59,                0.56182,                0.31933,                0.89475,                0.91634,                0.85866,                0.91447,                0.55934,                 1.4137,                0.68813,                 1.4861,             0.00020562,             0.00020562,             0.00020562
                     60,                 0.5459,                0.30883,                0.88746,                0.93092,                0.85649,                0.92315,                0.57924,                  1.394,                 0.6656,                  1.464,             0.00017469,             0.00017469,             0.00017469
                     61,                 0.5358,                0.30148,                0.88081,                0.91954,                0.87164,                 0.9201,                0.58616,                 1.3654,                0.65782,                 1.4469,             0.00014375,             0.00014375,             0.00014375
                     62,                0.52541,                0.29844,                0.87934,                0.91794,                0.86864,                0.91257,                0.57929,                 1.3753,                0.65965,                 1.4557,             0.00011281,             0.00011281,             0.00011281
                     63,                 0.5057,                0.28878,                0.86699,                0.91774,                0.87288,                0.92437,                0.57462,                 1.3815,                0.66311,                 1.4549,             8.1875e-05,             8.1875e-05,             8.1875e-05
                     64,                0.49316,                0.28525,                 0.8632,                0.91728,                0.87288,                0.91698,                0.58219,                 1.3683,                0.65535,                 1.4519,             5.0937e-05,             5.0937e-05,             5.0937e-05
